hardware,model,layer_name,input,kv_cache,latency(ns)
A800,qwen2-moe,post_layernorm,1,334,58794
A800,qwen2-moe,mlp/fc,1,334,78122
A800,qwen2-moe,mlp/gelu,1,334,78463
A800,qwen2-moe,mlp/proj,1,334,71850
A800,qwen2-moe,moe/shared_expert,1,334,498175
A800,qwen2-moe,moe/shared_expert_gate,1,334,89685
A800,qwen2-moe,moe/gate,1,334,60458
A800,qwen2-moe,moe/experts,1,334,409940
A800,qwen2-moe,mlp/wrapper,1,334,1474516
A800,qwen2-moe,ln_f,1,334,57344
A800,qwen2-moe,lm_head,1,334,405503
A800,qwen2-moe,vocab_embedding,1,335,70656
A800,qwen2-moe,input_layernorm,1,335,58197
A800,qwen2-moe,attention/qkv,1,335,75903
A800,qwen2-moe,attention/rotary_emb,1,335,135508
A800,qwen2-moe,attention/dense,1,335,55764
A800,qwen2-moe,attention/wrapper,1,335,762324
A800,qwen2-moe,post_layernorm,1,335,58837
A800,qwen2-moe,mlp/fc,1,335,77183
A800,qwen2-moe,mlp/gelu,1,335,78591
A800,qwen2-moe,mlp/proj,1,335,71935
A800,qwen2-moe,moe/shared_expert,1,335,498260
A800,qwen2-moe,moe/shared_expert_gate,1,335,89173
A800,qwen2-moe,moe/gate,1,335,60458
A800,qwen2-moe,moe/experts,1,335,410026
A800,qwen2-moe,mlp/wrapper,1,335,1475583
A800,qwen2-moe,ln_f,1,335,58368
A800,qwen2-moe,lm_head,1,335,407552
A800,qwen2-moe,vocab_embedding,1,336,73728
A800,qwen2-moe,input_layernorm,1,336,58837
A800,qwen2-moe,attention/qkv,1,336,76586
A800,qwen2-moe,attention/rotary_emb,1,336,135978
A800,qwen2-moe,attention/dense,1,336,55978
A800,qwen2-moe,attention/wrapper,1,336,762836
A800,qwen2-moe,post_layernorm,1,336,58538
A800,qwen2-moe,mlp/fc,1,336,77524
A800,qwen2-moe,mlp/gelu,1,336,78975
A800,qwen2-moe,mlp/proj,1,336,72149
A800,qwen2-moe,moe/shared_expert,1,336,498730
A800,qwen2-moe,moe/shared_expert_gate,1,336,89983
A800,qwen2-moe,moe/gate,1,336,60757
A800,qwen2-moe,moe/experts,1,336,408447
A800,qwen2-moe,mlp/wrapper,1,336,1475967
A800,qwen2-moe,ln_f,1,336,58368
A800,qwen2-moe,lm_head,1,336,408576
A800,qwen2-moe,vocab_embedding,1,337,72704
A800,qwen2-moe,input_layernorm,1,337,58495
A800,qwen2-moe,attention/qkv,1,337,76458
A800,qwen2-moe,attention/rotary_emb,1,337,136020
A800,qwen2-moe,attention/dense,1,337,55380
A800,qwen2-moe,attention/wrapper,1,337,763007
A800,qwen2-moe,post_layernorm,1,337,59861
A800,qwen2-moe,mlp/fc,1,337,77695
A800,qwen2-moe,mlp/gelu,1,337,79444
A800,qwen2-moe,mlp/proj,1,337,72661
A800,qwen2-moe,moe/shared_expert,1,337,498602
A800,qwen2-moe,moe/shared_expert_gate,1,337,89301
A800,qwen2-moe,moe/gate,1,337,60458
A800,qwen2-moe,moe/experts,1,337,412244
A800,qwen2-moe,mlp/wrapper,1,337,1478740
A800,qwen2-moe,ln_f,1,337,59392
A800,qwen2-moe,lm_head,1,337,406527
A800,qwen2-moe,vocab_embedding,1,338,71680
A800,qwen2-moe,input_layernorm,1,338,57898
A800,qwen2-moe,attention/qkv,1,338,76927
A800,qwen2-moe,attention/rotary_emb,1,338,134143
A800,qwen2-moe,attention/dense,1,338,55807
A800,qwen2-moe,attention/wrapper,1,338,761855
A800,qwen2-moe,post_layernorm,1,338,58410
A800,qwen2-moe,mlp/fc,1,338,78079
A800,qwen2-moe,mlp/gelu,1,338,78164
A800,qwen2-moe,mlp/proj,1,338,72490
A800,qwen2-moe,moe/shared_expert,1,338,498175
A800,qwen2-moe,moe/shared_expert_gate,1,338,89173
A800,qwen2-moe,moe/gate,1,338,60799
A800,qwen2-moe,moe/experts,1,338,409983
A800,qwen2-moe,mlp/wrapper,1,338,1474900
A800,qwen2-moe,ln_f,1,338,58368
A800,qwen2-moe,lm_head,1,338,406527
A800,qwen2-moe,vocab_embedding,1,339,71680
A800,qwen2-moe,input_layernorm,1,339,58623
A800,qwen2-moe,attention/qkv,1,339,76799
A800,qwen2-moe,attention/rotary_emb,1,339,135508
A800,qwen2-moe,attention/dense,1,339,55466
A800,qwen2-moe,attention/wrapper,1,339,762324
A800,qwen2-moe,post_layernorm,1,339,59263
A800,qwen2-moe,mlp/fc,1,339,77396
A800,qwen2-moe,mlp/gelu,1,339,79231
A800,qwen2-moe,mlp/proj,1,339,72319
A800,qwen2-moe,moe/shared_expert,1,339,498004
A800,qwen2-moe,moe/shared_expert_gate,1,339,89087
A800,qwen2-moe,moe/gate,1,339,60415
A800,qwen2-moe,moe/experts,1,339,411690
A800,qwen2-moe,mlp/wrapper,1,339,1476436
A800,qwen2-moe,ln_f,1,339,57344
A800,qwen2-moe,lm_head,1,339,406527
A800,qwen2-moe,vocab_embedding,1,340,71680
A800,qwen2-moe,input_layernorm,1,340,58111
A800,qwen2-moe,attention/qkv,1,340,76159
A800,qwen2-moe,attention/rotary_emb,1,340,135850
A800,qwen2-moe,attention/dense,1,340,55295
A800,qwen2-moe,attention/wrapper,1,340,762410
A800,qwen2-moe,post_layernorm,1,340,58666
A800,qwen2-moe,mlp/fc,1,340,77610
A800,qwen2-moe,mlp/gelu,1,340,78847
A800,qwen2-moe,mlp/proj,1,340,71552
A800,qwen2-moe,moe/shared_expert,1,340,498047
A800,qwen2-moe,moe/shared_expert_gate,1,340,89301
A800,qwen2-moe,moe/gate,1,340,60970
A800,qwen2-moe,moe/experts,1,340,409940
A800,qwen2-moe,mlp/wrapper,1,340,1475583
A800,qwen2-moe,ln_f,1,340,56320
A800,qwen2-moe,lm_head,1,340,413695
A800,qwen2-moe,vocab_embedding,1,341,73728
A800,qwen2-moe,input_layernorm,1,341,58709
A800,qwen2-moe,attention/qkv,1,341,76970
A800,qwen2-moe,attention/rotary_emb,1,341,135722
A800,qwen2-moe,attention/dense,1,341,55252
A800,qwen2-moe,attention/wrapper,1,341,763690
A800,qwen2-moe,post_layernorm,1,341,59392
A800,qwen2-moe,mlp/fc,1,341,77823
A800,qwen2-moe,mlp/gelu,1,341,78975
A800,qwen2-moe,mlp/proj,1,341,72533
A800,qwen2-moe,moe/shared_expert,1,341,498986
A800,qwen2-moe,moe/shared_expert_gate,1,341,88874
A800,qwen2-moe,moe/gate,1,341,60799
A800,qwen2-moe,moe/experts,1,341,412116
A800,qwen2-moe,mlp/wrapper,1,341,1511167
A800,qwen2-moe,ln_f,1,341,57344
A800,qwen2-moe,lm_head,1,341,407552
A800,qwen2-moe,vocab_embedding,1,342,73728
A800,qwen2-moe,input_layernorm,1,342,59263
A800,qwen2-moe,attention/qkv,1,342,76757
A800,qwen2-moe,attention/rotary_emb,1,342,137386
A800,qwen2-moe,attention/dense,1,342,55679
A800,qwen2-moe,attention/wrapper,1,342,768084
A800,qwen2-moe,post_layernorm,1,342,59136
A800,qwen2-moe,mlp/fc,1,342,78122
A800,qwen2-moe,mlp/gelu,1,342,79999
A800,qwen2-moe,mlp/proj,1,342,72447
A800,qwen2-moe,moe/shared_expert,1,342,501162
A800,qwen2-moe,moe/shared_expert_gate,1,342,89898
A800,qwen2-moe,moe/gate,1,342,60373
A800,qwen2-moe,moe/experts,1,342,413183
A800,qwen2-moe,mlp/wrapper,1,342,1482879
A800,qwen2-moe,ln_f,1,342,58368
A800,qwen2-moe,lm_head,1,342,405503
A800,qwen2-moe,vocab_embedding,1,343,71680
A800,qwen2-moe,input_layernorm,1,343,59434
A800,qwen2-moe,attention/qkv,1,343,76671
A800,qwen2-moe,attention/rotary_emb,1,343,135935
A800,qwen2-moe,attention/dense,1,343,55039
A800,qwen2-moe,attention/wrapper,1,343,762538
A800,qwen2-moe,post_layernorm,1,343,59946
A800,qwen2-moe,mlp/fc,1,343,77396
A800,qwen2-moe,mlp/gelu,1,343,79828
A800,qwen2-moe,mlp/proj,1,343,71850
A800,qwen2-moe,moe/shared_expert,1,343,498175
A800,qwen2-moe,moe/shared_expert_gate,1,343,89301
A800,qwen2-moe,moe/gate,1,343,60885
A800,qwen2-moe,moe/experts,1,343,410025
A800,qwen2-moe,mlp/wrapper,1,343,1477162
A800,qwen2-moe,ln_f,1,343,59392
A800,qwen2-moe,lm_head,1,343,408576
A800,qwen2-moe,vocab_embedding,1,344,72704
A800,qwen2-moe,input_layernorm,1,344,58751
A800,qwen2-moe,attention/qkv,1,344,76842
A800,qwen2-moe,attention/rotary_emb,1,344,136319
A800,qwen2-moe,attention/dense,1,344,55295
A800,qwen2-moe,attention/wrapper,1,344,764970
A800,qwen2-moe,post_layernorm,1,344,59349
A800,qwen2-moe,mlp/fc,1,344,77738
A800,qwen2-moe,mlp/gelu,1,344,79487
A800,qwen2-moe,mlp/proj,1,344,71893
A800,qwen2-moe,moe/shared_expert,1,344,500266
A800,qwen2-moe,moe/shared_expert_gate,1,344,88746
A800,qwen2-moe,moe/gate,1,344,60159
A800,qwen2-moe,moe/experts,1,344,411946
A800,qwen2-moe,mlp/wrapper,1,344,1479807
A800,qwen2-moe,ln_f,1,344,57344
A800,qwen2-moe,lm_head,1,344,408576
A800,qwen2-moe,vocab_embedding,1,345,71680
A800,qwen2-moe,input_layernorm,1,345,58538
A800,qwen2-moe,attention/qkv,1,345,78122
A800,qwen2-moe,attention/rotary_emb,1,345,136490
A800,qwen2-moe,attention/dense,1,345,56063
A800,qwen2-moe,attention/wrapper,1,345,766762
A800,qwen2-moe,post_layernorm,1,345,59349
A800,qwen2-moe,mlp/fc,1,345,78207
A800,qwen2-moe,mlp/gelu,1,345,79231
A800,qwen2-moe,mlp/proj,1,345,72106
A800,qwen2-moe,moe/shared_expert,1,345,498900
A800,qwen2-moe,moe/shared_expert_gate,1,345,89002
A800,qwen2-moe,moe/gate,1,345,60799
A800,qwen2-moe,moe/experts,1,345,411690
A800,qwen2-moe,mlp/wrapper,1,345,1479210
A800,qwen2-moe,ln_f,1,345,58368
A800,qwen2-moe,lm_head,1,345,408576
A800,qwen2-moe,vocab_embedding,1,346,73728
A800,qwen2-moe,input_layernorm,1,346,58453
A800,qwen2-moe,attention/qkv,1,346,77013
A800,qwen2-moe,attention/rotary_emb,1,346,135679
A800,qwen2-moe,attention/dense,1,346,56618
A800,qwen2-moe,attention/wrapper,1,346,764799
A800,qwen2-moe,post_layernorm,1,346,58496
A800,qwen2-moe,mlp/fc,1,346,77823
A800,qwen2-moe,mlp/gelu,1,346,78121
A800,qwen2-moe,mlp/proj,1,346,72234
A800,qwen2-moe,moe/shared_expert,1,346,499071
A800,qwen2-moe,moe/shared_expert_gate,1,346,89386
A800,qwen2-moe,moe/gate,1,346,60799
A800,qwen2-moe,moe/experts,1,346,410239
A800,qwen2-moe,mlp/wrapper,1,346,1509418
A800,qwen2-moe,ln_f,1,346,58368
A800,qwen2-moe,lm_head,1,346,405503
A800,qwen2-moe,vocab_embedding,1,347,71680
A800,qwen2-moe,input_layernorm,1,347,58794
A800,qwen2-moe,attention/qkv,1,347,76842
A800,qwen2-moe,attention/rotary_emb,1,347,136618
A800,qwen2-moe,attention/dense,1,347,56106
A800,qwen2-moe,attention/wrapper,1,347,765524
A800,qwen2-moe,post_layernorm,1,347,59050
A800,qwen2-moe,mlp/fc,1,347,77951
A800,qwen2-moe,mlp/gelu,1,347,79103
A800,qwen2-moe,mlp/proj,1,347,71893
A800,qwen2-moe,moe/shared_expert,1,347,499156
A800,qwen2-moe,moe/shared_expert_gate,1,347,89685
A800,qwen2-moe,moe/gate,1,347,60330
A800,qwen2-moe,moe/experts,1,347,414292
A800,qwen2-moe,mlp/wrapper,1,347,1480959
A800,qwen2-moe,ln_f,1,347,58368
A800,qwen2-moe,lm_head,1,347,408576
A800,qwen2-moe,vocab_embedding,1,348,70656
A800,qwen2-moe,input_layernorm,1,348,58410
A800,qwen2-moe,attention/qkv,1,348,76543
A800,qwen2-moe,attention/rotary_emb,1,348,134996
A800,qwen2-moe,attention/dense,1,348,56020
A800,qwen2-moe,attention/wrapper,1,348,762836
A800,qwen2-moe,post_layernorm,1,348,59178
A800,qwen2-moe,mlp/fc,1,348,77226
A800,qwen2-moe,mlp/gelu,1,348,78932
A800,qwen2-moe,mlp/proj,1,348,71466
A800,qwen2-moe,moe/shared_expert,1,348,498004
A800,qwen2-moe,moe/shared_expert_gate,1,348,90239
A800,qwen2-moe,moe/gate,1,348,61354
A800,qwen2-moe,moe/experts,1,348,409300
A800,qwen2-moe,mlp/wrapper,1,348,1477162
A800,qwen2-moe,ln_f,1,348,57344
A800,qwen2-moe,lm_head,1,348,406527
A800,qwen2-moe,vocab_embedding,1,349,70656
A800,qwen2-moe,input_layernorm,1,349,62079
A800,qwen2-moe,attention/qkv,1,349,77908
A800,qwen2-moe,attention/rotary_emb,1,349,136746
A800,qwen2-moe,attention/dense,1,349,56703
A800,qwen2-moe,attention/wrapper,1,349,772564
A800,qwen2-moe,post_layernorm,1,349,138068
A800,qwen2-moe,mlp/fc,1,349,79487
A800,qwen2-moe,mlp/gelu,1,349,82303
A800,qwen2-moe,mlp/proj,1,349,73258
A800,qwen2-moe,moe/shared_expert,1,349,506026
A800,qwen2-moe,moe/shared_expert_gate,1,349,89770
A800,qwen2-moe,moe/gate,1,349,61738
A800,qwen2-moe,moe/experts,1,349,420394
A800,qwen2-moe,mlp/wrapper,1,349,1497983
A800,qwen2-moe,ln_f,1,349,64511
A800,qwen2-moe,lm_head,1,349,435200
A800,qwen2-moe,vocab_embedding,1,350,80895
A800,qwen2-moe,input_layernorm,1,350,59946
A800,qwen2-moe,attention/qkv,1,350,78591
A800,qwen2-moe,attention/rotary_emb,1,350,135722
A800,qwen2-moe,attention/dense,1,350,56661
A800,qwen2-moe,attention/wrapper,1,350,766548
A800,qwen2-moe,post_layernorm,1,350,59263
A800,qwen2-moe,mlp/fc,1,350,78804
A800,qwen2-moe,mlp/gelu,1,350,79999
A800,qwen2-moe,mlp/proj,1,350,72874
A800,qwen2-moe,moe/shared_expert,1,350,501119
A800,qwen2-moe,moe/shared_expert_gate,1,350,89600
A800,qwen2-moe,moe/gate,1,350,61439
A800,qwen2-moe,moe/experts,1,350,412287
A800,qwen2-moe,mlp/wrapper,1,350,1481300
A800,qwen2-moe,ln_f,1,350,58368
A800,qwen2-moe,lm_head,1,350,408576
A800,qwen2-moe,vocab_embedding,1,351,71680
A800,qwen2-moe,input_layernorm,1,351,58709
A800,qwen2-moe,attention/qkv,1,351,77994
A800,qwen2-moe,attention/rotary_emb,1,351,137258
A800,qwen2-moe,attention/dense,1,351,57087
A800,qwen2-moe,attention/wrapper,1,351,765908
A800,qwen2-moe,post_layernorm,1,351,58922
A800,qwen2-moe,mlp/fc,1,351,78463
A800,qwen2-moe,mlp/gelu,1,351,79401
A800,qwen2-moe,mlp/proj,1,351,73002
A800,qwen2-moe,moe/shared_expert,1,351,499626
A800,qwen2-moe,moe/shared_expert_gate,1,351,89855
A800,qwen2-moe,moe/gate,1,351,61268
A800,qwen2-moe,moe/experts,1,351,412842
A800,qwen2-moe,mlp/wrapper,1,351,1480319
A800,qwen2-moe,ln_f,1,351,69632
A800,qwen2-moe,lm_head,1,351,410623
A800,qwen2-moe,vocab_embedding,1,352,78847
A800,qwen2-moe,input_layernorm,1,352,59093
A800,qwen2-moe,attention/qkv,1,352,77994
A800,qwen2-moe,attention/rotary_emb,1,352,135210
A800,qwen2-moe,attention/dense,1,352,57173
A800,qwen2-moe,attention/wrapper,1,352,765098
A800,qwen2-moe,post_layernorm,1,352,59263
A800,qwen2-moe,mlp/fc,1,352,78164
A800,qwen2-moe,mlp/gelu,1,352,79529
A800,qwen2-moe,mlp/proj,1,352,72960
A800,qwen2-moe,moe/shared_expert,1,352,500820
A800,qwen2-moe,moe/shared_expert_gate,1,352,90837
A800,qwen2-moe,moe/gate,1,352,61567
A800,qwen2-moe,moe/experts,1,352,413439
A800,qwen2-moe,mlp/wrapper,1,352,1482367
A800,qwen2-moe,ln_f,1,352,59392
A800,qwen2-moe,lm_head,1,352,409599
A800,qwen2-moe,vocab_embedding,1,353,70656
A800,qwen2-moe,input_layernorm,1,353,58709
A800,qwen2-moe,attention/qkv,1,353,78506
A800,qwen2-moe,attention/rotary_emb,1,353,134911
A800,qwen2-moe,attention/dense,1,353,57087
A800,qwen2-moe,attention/wrapper,1,353,765610
A800,qwen2-moe,post_layernorm,1,353,59647
A800,qwen2-moe,mlp/fc,1,353,79145
A800,qwen2-moe,mlp/gelu,1,353,79828
A800,qwen2-moe,mlp/proj,1,353,73087
A800,qwen2-moe,moe/shared_expert,1,353,502484
A800,qwen2-moe,moe/shared_expert_gate,1,353,89770
A800,qwen2-moe,moe/gate,1,353,61311
A800,qwen2-moe,moe/experts,1,353,412842
A800,qwen2-moe,mlp/wrapper,1,353,1484671
A800,qwen2-moe,ln_f,1,353,57344
A800,qwen2-moe,lm_head,1,353,406527
A800,qwen2-moe,vocab_embedding,1,354,71680
A800,qwen2-moe,input_layernorm,1,354,58879
A800,qwen2-moe,attention/qkv,1,354,77525
A800,qwen2-moe,attention/rotary_emb,1,354,136148
A800,qwen2-moe,attention/dense,1,354,56703
A800,qwen2-moe,attention/wrapper,1,354,764799
A800,qwen2-moe,post_layernorm,1,354,58922
A800,qwen2-moe,mlp/fc,1,354,78121
A800,qwen2-moe,mlp/gelu,1,354,79700
A800,qwen2-moe,mlp/proj,1,354,72703
A800,qwen2-moe,moe/shared_expert,1,354,499796
A800,qwen2-moe,moe/shared_expert_gate,1,354,90197
A800,qwen2-moe,moe/gate,1,354,60970
A800,qwen2-moe,moe/experts,1,354,412586
A800,qwen2-moe,mlp/wrapper,1,354,1479466
A800,qwen2-moe,ln_f,1,354,58368
A800,qwen2-moe,lm_head,1,354,406527
A800,qwen2-moe,vocab_embedding,1,355,72704
A800,qwen2-moe,input_layernorm,1,355,58581
A800,qwen2-moe,attention/qkv,1,355,76885
A800,qwen2-moe,attention/rotary_emb,1,355,135978
A800,qwen2-moe,attention/dense,1,355,56405
A800,qwen2-moe,attention/wrapper,1,355,765354
A800,qwen2-moe,post_layernorm,1,355,58879
A800,qwen2-moe,mlp/fc,1,355,78420
A800,qwen2-moe,mlp/gelu,1,355,79231
A800,qwen2-moe,mlp/proj,1,355,72405
A800,qwen2-moe,moe/shared_expert,1,355,500437
A800,qwen2-moe,moe/shared_expert_gate,1,355,90026
A800,qwen2-moe,moe/gate,1,355,61439
A800,qwen2-moe,moe/experts,1,355,412415
A800,qwen2-moe,mlp/wrapper,1,355,1481428
A800,qwen2-moe,ln_f,1,355,60416
A800,qwen2-moe,lm_head,1,355,408576
A800,qwen2-moe,vocab_embedding,1,356,72704
A800,qwen2-moe,input_layernorm,1,356,58794
A800,qwen2-moe,attention/qkv,1,356,77909
A800,qwen2-moe,attention/rotary_emb,1,356,135764
A800,qwen2-moe,attention/dense,1,356,56362
A800,qwen2-moe,attention/wrapper,1,356,765055
A800,qwen2-moe,post_layernorm,1,356,59391
A800,qwen2-moe,mlp/fc,1,356,78761
A800,qwen2-moe,mlp/gelu,1,356,79700
A800,qwen2-moe,mlp/proj,1,356,73429
A800,qwen2-moe,moe/shared_expert,1,356,501332
A800,qwen2-moe,moe/shared_expert_gate,1,356,89471
A800,qwen2-moe,moe/gate,1,356,61226
A800,qwen2-moe,moe/experts,1,356,412244
A800,qwen2-moe,mlp/wrapper,1,356,1481769
A800,qwen2-moe,ln_f,1,356,59392
A800,qwen2-moe,lm_head,1,356,406527
A800,qwen2-moe,vocab_embedding,1,357,73728
A800,qwen2-moe,input_layernorm,1,357,58495
A800,qwen2-moe,attention/qkv,1,357,78250
A800,qwen2-moe,attention/rotary_emb,1,357,136575
A800,qwen2-moe,attention/dense,1,357,56874
A800,qwen2-moe,attention/wrapper,1,357,768383
A800,qwen2-moe,post_layernorm,1,357,58922
A800,qwen2-moe,mlp/fc,1,357,78463
A800,qwen2-moe,mlp/gelu,1,357,78591
A800,qwen2-moe,mlp/proj,1,357,73813
A800,qwen2-moe,moe/shared_expert,1,357,1994367
A800,qwen2-moe,moe/shared_expert_gate,1,357,90197
A800,qwen2-moe,moe/gate,1,357,61098
A800,qwen2-moe,moe/experts,1,357,413354
A800,qwen2-moe,mlp/wrapper,1,357,2978260
A800,qwen2-moe,ln_f,1,357,56320
A800,qwen2-moe,lm_head,1,357,409599
A800,qwen2-moe,vocab_embedding,1,358,73728
A800,qwen2-moe,input_layernorm,1,358,58325
A800,qwen2-moe,attention/qkv,1,358,78164
A800,qwen2-moe,attention/rotary_emb,1,358,135423
A800,qwen2-moe,attention/dense,1,358,56063
A800,qwen2-moe,attention/wrapper,1,358,763946
A800,qwen2-moe,post_layernorm,1,358,59093
A800,qwen2-moe,mlp/fc,1,358,78292
A800,qwen2-moe,mlp/gelu,1,358,79615
A800,qwen2-moe,mlp/proj,1,358,72533
A800,qwen2-moe,moe/shared_expert,1,358,499711
A800,qwen2-moe,moe/shared_expert_gate,1,358,89557
A800,qwen2-moe,moe/gate,1,358,61524
A800,qwen2-moe,moe/experts,1,358,410836
A800,qwen2-moe,mlp/wrapper,1,358,1478527
A800,qwen2-moe,ln_f,1,358,59392
A800,qwen2-moe,lm_head,1,358,407552
A800,qwen2-moe,vocab_embedding,1,359,70656
A800,qwen2-moe,input_layernorm,1,359,58410
A800,qwen2-moe,attention/qkv,1,359,78122
A800,qwen2-moe,attention/rotary_emb,1,359,135850
A800,qwen2-moe,attention/dense,1,359,56319
A800,qwen2-moe,attention/wrapper,1,359,764756
A800,qwen2-moe,post_layernorm,1,359,59264
A800,qwen2-moe,mlp/fc,1,359,78676
A800,qwen2-moe,mlp/gelu,1,359,78889
A800,qwen2-moe,mlp/proj,1,359,72874
A800,qwen2-moe,moe/shared_expert,1,359,500948
A800,qwen2-moe,moe/shared_expert_gate,1,359,90282
A800,qwen2-moe,moe/gate,1,359,61055
A800,qwen2-moe,moe/experts,1,359,412671
A800,qwen2-moe,mlp/wrapper,1,359,1481812
A800,qwen2-moe,ln_f,1,359,57344
A800,qwen2-moe,lm_head,1,359,409599
A800,qwen2-moe,vocab_embedding,1,360,72704
A800,qwen2-moe,input_layernorm,1,360,59135
A800,qwen2-moe,attention/qkv,1,360,77482
A800,qwen2-moe,attention/rotary_emb,1,360,135935
A800,qwen2-moe,attention/dense,1,360,56874
A800,qwen2-moe,attention/wrapper,1,360,765439
A800,qwen2-moe,post_layernorm,1,360,59349
A800,qwen2-moe,mlp/fc,1,360,78548
A800,qwen2-moe,mlp/gelu,1,360,79316
A800,qwen2-moe,mlp/proj,1,360,72704
A800,qwen2-moe,moe/shared_expert,1,360,531156
A800,qwen2-moe,moe/shared_expert_gate,1,360,90239
A800,qwen2-moe,moe/gate,1,360,62463
A800,qwen2-moe,moe/experts,1,360,411220
A800,qwen2-moe,mlp/wrapper,1,360,1512319
A800,qwen2-moe,ln_f,1,360,59392
A800,qwen2-moe,lm_head,1,360,412672
A800,qwen2-moe,vocab_embedding,1,361,72704
A800,qwen2-moe,input_layernorm,1,361,58922
A800,qwen2-moe,attention/qkv,1,361,77695
A800,qwen2-moe,attention/rotary_emb,1,361,136490
A800,qwen2-moe,attention/dense,1,361,56447
A800,qwen2-moe,attention/wrapper,1,361,765140
A800,qwen2-moe,post_layernorm,1,361,59434
A800,qwen2-moe,mlp/fc,1,361,78377
A800,qwen2-moe,mlp/gelu,1,361,78719
A800,qwen2-moe,mlp/proj,1,361,73514
A800,qwen2-moe,moe/shared_expert,1,361,502826
A800,qwen2-moe,moe/shared_expert_gate,1,361,89770
A800,qwen2-moe,moe/gate,1,361,61098
A800,qwen2-moe,moe/experts,1,361,411519
A800,qwen2-moe,mlp/wrapper,1,361,1483434
A800,qwen2-moe,ln_f,1,361,60416
A800,qwen2-moe,lm_head,1,361,408576
A800,qwen2-moe,vocab_embedding,1,362,71680
A800,qwen2-moe,input_layernorm,1,362,58325
A800,qwen2-moe,attention/qkv,1,362,77823
A800,qwen2-moe,attention/rotary_emb,1,362,135167
A800,qwen2-moe,attention/dense,1,362,56021
A800,qwen2-moe,attention/wrapper,1,362,764244
A800,qwen2-moe,post_layernorm,1,362,58666
A800,qwen2-moe,mlp/fc,1,362,78633
A800,qwen2-moe,mlp/gelu,1,362,78548
A800,qwen2-moe,mlp/proj,1,362,72703
A800,qwen2-moe,moe/shared_expert,1,362,499711
A800,qwen2-moe,moe/shared_expert_gate,1,362,89514
A800,qwen2-moe,moe/gate,1,362,61567
A800,qwen2-moe,moe/experts,1,362,412628
A800,qwen2-moe,mlp/wrapper,1,362,1479210
A800,qwen2-moe,ln_f,1,362,59392
A800,qwen2-moe,lm_head,1,362,406527
A800,qwen2-moe,vocab_embedding,1,363,71680
A800,qwen2-moe,input_layernorm,1,363,58751
A800,qwen2-moe,attention/qkv,1,363,77823
A800,qwen2-moe,attention/rotary_emb,1,363,135935
A800,qwen2-moe,attention/dense,1,363,56447
A800,qwen2-moe,attention/wrapper,1,363,765439
A800,qwen2-moe,post_layernorm,1,363,59008
A800,qwen2-moe,mlp/fc,1,363,78463
A800,qwen2-moe,mlp/gelu,1,363,78889
A800,qwen2-moe,mlp/proj,1,363,72405
A800,qwen2-moe,moe/shared_expert,1,363,500223
A800,qwen2-moe,moe/shared_expert_gate,1,363,89813
A800,qwen2-moe,moe/gate,1,363,62079
A800,qwen2-moe,moe/experts,1,363,410751
A800,qwen2-moe,mlp/wrapper,1,363,1480148
A800,qwen2-moe,ln_f,1,363,57344
A800,qwen2-moe,lm_head,1,363,406527
A800,qwen2-moe,vocab_embedding,1,364,73728
A800,qwen2-moe,input_layernorm,1,364,58922
A800,qwen2-moe,attention/qkv,1,364,77951
A800,qwen2-moe,attention/rotary_emb,1,364,135807
A800,qwen2-moe,attention/dense,1,364,56874
A800,qwen2-moe,attention/wrapper,1,364,765610
A800,qwen2-moe,post_layernorm,1,364,59605
A800,qwen2-moe,mlp/fc,1,364,77780
A800,qwen2-moe,mlp/gelu,1,364,80127
A800,qwen2-moe,mlp/proj,1,364,72703
A800,qwen2-moe,moe/shared_expert,1,364,499924
A800,qwen2-moe,moe/shared_expert_gate,1,364,89728
A800,qwen2-moe,moe/gate,1,364,61482
A800,qwen2-moe,moe/experts,1,364,410495
A800,qwen2-moe,mlp/wrapper,1,364,1509247
A800,qwen2-moe,ln_f,1,364,59392
A800,qwen2-moe,lm_head,1,364,409599
A800,qwen2-moe,vocab_embedding,1,365,72704
A800,qwen2-moe,input_layernorm,1,365,58879
A800,qwen2-moe,attention/qkv,1,365,77482
A800,qwen2-moe,attention/rotary_emb,1,365,136362
A800,qwen2-moe,attention/dense,1,365,57130
A800,qwen2-moe,attention/wrapper,1,365,767700
A800,qwen2-moe,post_layernorm,1,365,59178
A800,qwen2-moe,mlp/fc,1,365,78036
A800,qwen2-moe,mlp/gelu,1,365,79316
A800,qwen2-moe,mlp/proj,1,365,72917
A800,qwen2-moe,moe/shared_expert,1,365,499796
A800,qwen2-moe,moe/shared_expert_gate,1,365,90282
A800,qwen2-moe,moe/gate,1,365,61098
A800,qwen2-moe,moe/experts,1,365,415103
A800,qwen2-moe,mlp/wrapper,1,365,1484287
A800,qwen2-moe,ln_f,1,365,59392
A800,qwen2-moe,lm_head,1,365,408576
A800,qwen2-moe,vocab_embedding,1,366,72704
A800,qwen2-moe,input_layernorm,1,366,58922
A800,qwen2-moe,attention/qkv,1,366,77908
A800,qwen2-moe,attention/rotary_emb,1,366,136319
A800,qwen2-moe,attention/dense,1,366,56319
A800,qwen2-moe,attention/wrapper,1,366,764586
A800,qwen2-moe,post_layernorm,1,366,59434
A800,qwen2-moe,mlp/fc,1,366,78633
A800,qwen2-moe,mlp/gelu,1,366,79529
