hardware,model,layer_name,input,kv_cache,latency(ns)
A800,qwen2-moe,moe/shared_expert_gate,1,989,89770
A800,qwen2-moe,moe/gate,1,989,61098
A800,qwen2-moe,moe/experts,1,989,413482
A800,qwen2-moe,mlp/wrapper,1,989,1488255
A800,qwen2-moe,ln_f,1,989,57344
A800,qwen2-moe,lm_head,1,989,406527
A800,qwen2-moe,vocab_embedding,1,990,72704
A800,qwen2-moe,input_layernorm,1,990,58581
A800,qwen2-moe,attention/qkv,1,990,78335
A800,qwen2-moe,attention/rotary_emb,1,990,136191
A800,qwen2-moe,attention/dense,1,990,56703
A800,qwen2-moe,attention/wrapper,1,990,769322
A800,qwen2-moe,post_layernorm,1,990,58965
A800,qwen2-moe,mlp/fc,1,990,78719
A800,qwen2-moe,mlp/gelu,1,990,79103
A800,qwen2-moe,mlp/proj,1,990,73130
A800,qwen2-moe,moe/shared_expert,1,990,503380
A800,qwen2-moe,moe/shared_expert_gate,1,990,91306
A800,qwen2-moe,moe/gate,1,990,63188
A800,qwen2-moe,moe/experts,1,990,413908
A800,qwen2-moe,mlp/wrapper,1,990,1494826
A800,qwen2-moe,ln_f,1,990,59392
A800,qwen2-moe,lm_head,1,990,408576
A800,qwen2-moe,vocab_embedding,1,991,70656
A800,qwen2-moe,input_layernorm,1,991,58495
A800,qwen2-moe,attention/qkv,1,991,77866
A800,qwen2-moe,attention/rotary_emb,1,991,135295
A800,qwen2-moe,attention/dense,1,991,57258
A800,qwen2-moe,attention/wrapper,1,991,766122
A800,qwen2-moe,post_layernorm,1,991,59434
A800,qwen2-moe,mlp/fc,1,991,78335
A800,qwen2-moe,mlp/gelu,1,991,78847
A800,qwen2-moe,mlp/proj,1,991,73301
A800,qwen2-moe,moe/shared_expert,1,991,500308
A800,qwen2-moe,moe/shared_expert_gate,1,991,90325
A800,qwen2-moe,moe/gate,1,991,61567
A800,qwen2-moe,moe/experts,1,991,412074
A800,qwen2-moe,mlp/wrapper,1,991,1483050
A800,qwen2-moe,ln_f,1,991,56320
A800,qwen2-moe,lm_head,1,991,405503
A800,qwen2-moe,vocab_embedding,1,992,70656
A800,qwen2-moe,input_layernorm,1,992,58538
A800,qwen2-moe,attention/qkv,1,992,77866
A800,qwen2-moe,attention/rotary_emb,1,992,136063
A800,qwen2-moe,attention/dense,1,992,57301
A800,qwen2-moe,attention/wrapper,1,992,765652
A800,qwen2-moe,post_layernorm,1,992,58879
A800,qwen2-moe,mlp/fc,1,992,79060
A800,qwen2-moe,mlp/gelu,1,992,79700
A800,qwen2-moe,mlp/proj,1,992,73215
A800,qwen2-moe,moe/shared_expert,1,992,501162
A800,qwen2-moe,moe/shared_expert_gate,1,992,89898
A800,qwen2-moe,moe/gate,1,992,61354
A800,qwen2-moe,moe/experts,1,992,412415
A800,qwen2-moe,mlp/wrapper,1,992,1483050
A800,qwen2-moe,ln_f,1,992,57344
A800,qwen2-moe,lm_head,1,992,410623
A800,qwen2-moe,vocab_embedding,1,993,72704
A800,qwen2-moe,input_layernorm,1,993,59221
A800,qwen2-moe,attention/qkv,1,993,77397
A800,qwen2-moe,attention/rotary_emb,1,993,135722
A800,qwen2-moe,attention/dense,1,993,56917
A800,qwen2-moe,attention/wrapper,1,993,766378
A800,qwen2-moe,post_layernorm,1,993,59306
A800,qwen2-moe,mlp/fc,1,993,78761
A800,qwen2-moe,mlp/gelu,1,993,79231
A800,qwen2-moe,mlp/proj,1,993,72490
A800,qwen2-moe,moe/shared_expert,1,993,500820
A800,qwen2-moe,moe/shared_expert_gate,1,993,90453
A800,qwen2-moe,moe/gate,1,993,60842
A800,qwen2-moe,moe/experts,1,993,412330
A800,qwen2-moe,mlp/wrapper,1,993,1482111
A800,qwen2-moe,ln_f,1,993,60416
A800,qwen2-moe,lm_head,1,993,407552
A800,qwen2-moe,vocab_embedding,1,994,71680
A800,qwen2-moe,input_layernorm,1,994,58367
A800,qwen2-moe,attention/qkv,1,994,77567
A800,qwen2-moe,attention/rotary_emb,1,994,135380
A800,qwen2-moe,attention/dense,1,994,57045
A800,qwen2-moe,attention/wrapper,1,994,767146
A800,qwen2-moe,post_layernorm,1,994,58496
A800,qwen2-moe,mlp/fc,1,994,78932
A800,qwen2-moe,mlp/gelu,1,994,79103
A800,qwen2-moe,mlp/proj,1,994,73301
A800,qwen2-moe,moe/shared_expert,1,994,502186
A800,qwen2-moe,moe/shared_expert_gate,1,994,90453
A800,qwen2-moe,moe/gate,1,994,60543
A800,qwen2-moe,moe/experts,1,994,412031
A800,qwen2-moe,mlp/wrapper,1,994,1485012
A800,qwen2-moe,ln_f,1,994,73728
A800,qwen2-moe,lm_head,1,994,408576
A800,qwen2-moe,vocab_embedding,1,995,77823
A800,qwen2-moe,input_layernorm,1,995,58410
A800,qwen2-moe,attention/qkv,1,995,77269
A800,qwen2-moe,attention/rotary_emb,1,995,134570
A800,qwen2-moe,attention/dense,1,995,56447
A800,qwen2-moe,attention/wrapper,1,995,763007
A800,qwen2-moe,post_layernorm,1,995,58666
A800,qwen2-moe,mlp/fc,1,995,78676
A800,qwen2-moe,mlp/gelu,1,995,78719
A800,qwen2-moe,mlp/proj,1,995,73087
A800,qwen2-moe,moe/shared_expert,1,995,501418
A800,qwen2-moe,moe/shared_expert_gate,1,995,89728
A800,qwen2-moe,moe/gate,1,995,61397
A800,qwen2-moe,moe/experts,1,995,413055
A800,qwen2-moe,mlp/wrapper,1,995,1483476
A800,qwen2-moe,ln_f,1,995,59392
A800,qwen2-moe,lm_head,1,995,408576
A800,qwen2-moe,vocab_embedding,1,996,72704
A800,qwen2-moe,input_layernorm,1,996,58709
A800,qwen2-moe,attention/qkv,1,996,77141
A800,qwen2-moe,attention/rotary_emb,1,996,135636
A800,qwen2-moe,attention/dense,1,996,57386
A800,qwen2-moe,attention/wrapper,1,996,767359
A800,qwen2-moe,post_layernorm,1,996,59775
A800,qwen2-moe,mlp/fc,1,996,78207
A800,qwen2-moe,mlp/gelu,1,996,79103
A800,qwen2-moe,mlp/proj,1,996,73215
A800,qwen2-moe,moe/shared_expert,1,996,501546
A800,qwen2-moe,moe/shared_expert_gate,1,996,90325
A800,qwen2-moe,moe/gate,1,996,60543
A800,qwen2-moe,moe/experts,1,996,412415
A800,qwen2-moe,mlp/wrapper,1,996,1486079
A800,qwen2-moe,ln_f,1,996,57344
A800,qwen2-moe,lm_head,1,996,408576
A800,qwen2-moe,vocab_embedding,1,997,73728
A800,qwen2-moe,input_layernorm,1,997,59007
A800,qwen2-moe,attention/qkv,1,997,77908
A800,qwen2-moe,attention/rotary_emb,1,997,135466
A800,qwen2-moe,attention/dense,1,997,58197
A800,qwen2-moe,attention/wrapper,1,997,767530
A800,qwen2-moe,post_layernorm,1,997,59391
A800,qwen2-moe,mlp/fc,1,997,78932
A800,qwen2-moe,mlp/gelu,1,997,79572
A800,qwen2-moe,mlp/proj,1,997,73173
A800,qwen2-moe,moe/shared_expert,1,997,501503
A800,qwen2-moe,moe/shared_expert_gate,1,997,90666
A800,qwen2-moe,moe/gate,1,997,61183
A800,qwen2-moe,moe/experts,1,997,414804
A800,qwen2-moe,mlp/wrapper,1,997,1488852
A800,qwen2-moe,ln_f,1,997,58368
A800,qwen2-moe,lm_head,1,997,408576
A800,qwen2-moe,vocab_embedding,1,998,73728
A800,qwen2-moe,input_layernorm,1,998,58965
A800,qwen2-moe,attention/qkv,1,998,77909
A800,qwen2-moe,attention/rotary_emb,1,998,134015
A800,qwen2-moe,attention/dense,1,998,56575
A800,qwen2-moe,attention/wrapper,1,998,765226
A800,qwen2-moe,post_layernorm,1,998,59093
A800,qwen2-moe,mlp/fc,1,998,78463
A800,qwen2-moe,mlp/gelu,1,998,79359
A800,qwen2-moe,mlp/proj,1,998,73301
A800,qwen2-moe,moe/shared_expert,1,998,501162
A800,qwen2-moe,moe/shared_expert_gate,1,998,89898
A800,qwen2-moe,moe/gate,1,998,61354
A800,qwen2-moe,moe/experts,1,998,412202
A800,qwen2-moe,mlp/wrapper,1,998,1484714
A800,qwen2-moe,ln_f,1,998,56320
A800,qwen2-moe,lm_head,1,998,409599
A800,qwen2-moe,vocab_embedding,1,999,71680
A800,qwen2-moe,input_layernorm,1,999,58922
A800,qwen2-moe,attention/qkv,1,999,76927
A800,qwen2-moe,attention/rotary_emb,1,999,135295
A800,qwen2-moe,attention/dense,1,999,57002
A800,qwen2-moe,attention/wrapper,1,999,765012
A800,qwen2-moe,post_layernorm,1,999,59178
A800,qwen2-moe,mlp/fc,1,999,78377
A800,qwen2-moe,mlp/gelu,1,999,78932
A800,qwen2-moe,mlp/proj,1,999,73258
A800,qwen2-moe,moe/shared_expert,1,999,501588
A800,qwen2-moe,moe/shared_expert_gate,1,999,89855
A800,qwen2-moe,moe/gate,1,999,61567
A800,qwen2-moe,moe/experts,1,999,410580
A800,qwen2-moe,mlp/wrapper,1,999,1497855
A800,qwen2-moe,ln_f,1,999,57344
A800,qwen2-moe,lm_head,1,999,412672
A800,qwen2-moe,vocab_embedding,1,1000,71680
A800,qwen2-moe,input_layernorm,1,1000,58581
A800,qwen2-moe,attention/qkv,1,1000,77098
A800,qwen2-moe,attention/rotary_emb,1,1000,135252
A800,qwen2-moe,attention/dense,1,1000,56490
A800,qwen2-moe,attention/wrapper,1,1000,763732
A800,qwen2-moe,post_layernorm,1,1000,59349
A800,qwen2-moe,mlp/fc,1,1000,78932
A800,qwen2-moe,mlp/gelu,1,1000,79231
A800,qwen2-moe,mlp/proj,1,1000,72789
A800,qwen2-moe,moe/shared_expert,1,1000,500820
A800,qwen2-moe,moe/shared_expert_gate,1,1000,90325
A800,qwen2-moe,moe/gate,1,1000,60757
A800,qwen2-moe,moe/experts,1,1000,412500
A800,qwen2-moe,mlp/wrapper,1,1000,1484031
A800,qwen2-moe,ln_f,1,1000,57344
A800,qwen2-moe,lm_head,1,1000,410623
A800,qwen2-moe,vocab_embedding,1,1001,70656
A800,qwen2-moe,input_layernorm,1,1001,58367
A800,qwen2-moe,attention/qkv,1,1001,77226
A800,qwen2-moe,attention/rotary_emb,1,1001,135124
A800,qwen2-moe,attention/dense,1,1001,56405
A800,qwen2-moe,attention/wrapper,1,1001,764415
A800,qwen2-moe,post_layernorm,1,1001,58410
A800,qwen2-moe,mlp/fc,1,1001,78377
A800,qwen2-moe,mlp/gelu,1,1001,79188
A800,qwen2-moe,mlp/proj,1,1001,72618
A800,qwen2-moe,moe/shared_expert,1,1001,501247
A800,qwen2-moe,moe/shared_expert_gate,1,1001,89258
A800,qwen2-moe,moe/gate,1,1001,61183
A800,qwen2-moe,moe/experts,1,1001,412927
A800,qwen2-moe,mlp/wrapper,1,1001,1482623
A800,qwen2-moe,ln_f,1,1001,56320
A800,qwen2-moe,lm_head,1,1001,409599
A800,qwen2-moe,vocab_embedding,1,1002,71680
A800,qwen2-moe,input_layernorm,1,1002,58026
A800,qwen2-moe,attention/qkv,1,1002,77226
A800,qwen2-moe,attention/rotary_emb,1,1002,134697
A800,qwen2-moe,attention/dense,1,1002,56959
A800,qwen2-moe,attention/wrapper,1,1002,763562
A800,qwen2-moe,post_layernorm,1,1002,58709
A800,qwen2-moe,mlp/fc,1,1002,77951
A800,qwen2-moe,mlp/gelu,1,1002,79273
A800,qwen2-moe,mlp/proj,1,1002,72490
A800,qwen2-moe,moe/shared_expert,1,1002,501247
A800,qwen2-moe,moe/shared_expert_gate,1,1002,90239
A800,qwen2-moe,moe/gate,1,1002,61098
A800,qwen2-moe,moe/experts,1,1002,411306
A800,qwen2-moe,mlp/wrapper,1,1002,1481642
A800,qwen2-moe,ln_f,1,1002,58368
A800,qwen2-moe,lm_head,1,1002,405503
A800,qwen2-moe,vocab_embedding,1,1003,71680
A800,qwen2-moe,input_layernorm,1,1003,59050
A800,qwen2-moe,attention/qkv,1,1003,78378
A800,qwen2-moe,attention/rotary_emb,1,1003,135082
A800,qwen2-moe,attention/dense,1,1003,57727
A800,qwen2-moe,attention/wrapper,1,1003,766122
A800,qwen2-moe,post_layernorm,1,1003,58666
A800,qwen2-moe,mlp/fc,1,1003,79401
A800,qwen2-moe,mlp/gelu,1,1003,79401
A800,qwen2-moe,mlp/proj,1,1003,73087
A800,qwen2-moe,moe/shared_expert,1,1003,500863
A800,qwen2-moe,moe/shared_expert_gate,1,1003,90069
A800,qwen2-moe,moe/gate,1,1003,61567
A800,qwen2-moe,moe/experts,1,1003,413780
A800,qwen2-moe,mlp/wrapper,1,1003,1487615
A800,qwen2-moe,ln_f,1,1003,58368
A800,qwen2-moe,lm_head,1,1003,408576
A800,qwen2-moe,vocab_embedding,1,1004,70656
A800,qwen2-moe,input_layernorm,1,1004,58325
A800,qwen2-moe,attention/qkv,1,1004,77695
A800,qwen2-moe,attention/rotary_emb,1,1004,134442
A800,qwen2-moe,attention/dense,1,1004,56831
A800,qwen2-moe,attention/wrapper,1,1004,766122
A800,qwen2-moe,post_layernorm,1,1004,59605
A800,qwen2-moe,mlp/fc,1,1004,78889
A800,qwen2-moe,mlp/gelu,1,1004,79273
A800,qwen2-moe,mlp/proj,1,1004,73429
A800,qwen2-moe,moe/shared_expert,1,1004,502356
A800,qwen2-moe,moe/shared_expert_gate,1,1004,89770
A800,qwen2-moe,moe/gate,1,1004,61567
A800,qwen2-moe,moe/experts,1,1004,412372
A800,qwen2-moe,mlp/wrapper,1,1004,1484500
A800,qwen2-moe,ln_f,1,1004,57344
A800,qwen2-moe,lm_head,1,1004,404480
A800,qwen2-moe,vocab_embedding,1,1005,71680
A800,qwen2-moe,input_layernorm,1,1005,58709
A800,qwen2-moe,attention/qkv,1,1005,78036
A800,qwen2-moe,attention/rotary_emb,1,1005,135466
A800,qwen2-moe,attention/dense,1,1005,57173
A800,qwen2-moe,attention/wrapper,1,1005,767274
A800,qwen2-moe,post_layernorm,1,1005,59520
A800,qwen2-moe,mlp/fc,1,1005,78847
A800,qwen2-moe,mlp/gelu,1,1005,78847
A800,qwen2-moe,mlp/proj,1,1005,73045
A800,qwen2-moe,moe/shared_expert,1,1005,501076
A800,qwen2-moe,moe/shared_expert_gate,1,1005,90239
A800,qwen2-moe,moe/gate,1,1005,60970
A800,qwen2-moe,moe/experts,1,1005,411647
A800,qwen2-moe,mlp/wrapper,1,1005,1484287
A800,qwen2-moe,ln_f,1,1005,57344
A800,qwen2-moe,lm_head,1,1005,407552
A800,qwen2-moe,vocab_embedding,1,1006,71680
A800,qwen2-moe,input_layernorm,1,1006,58922
A800,qwen2-moe,attention/qkv,1,1006,77908
A800,qwen2-moe,attention/rotary_emb,1,1006,135252
A800,qwen2-moe,attention/dense,1,1006,56618
A800,qwen2-moe,attention/wrapper,1,1006,766207
A800,qwen2-moe,post_layernorm,1,1006,59391
A800,qwen2-moe,mlp/fc,1,1006,78633
A800,qwen2-moe,mlp/gelu,1,1006,79316
A800,qwen2-moe,mlp/proj,1,1006,72789
A800,qwen2-moe,moe/shared_expert,1,1006,500948
A800,qwen2-moe,moe/shared_expert_gate,1,1006,90111
A800,qwen2-moe,moe/gate,1,1006,61268
A800,qwen2-moe,moe/experts,1,1006,412927
A800,qwen2-moe,mlp/wrapper,1,1006,1484756
A800,qwen2-moe,ln_f,1,1006,59392
A800,qwen2-moe,lm_head,1,1006,414719
A800,qwen2-moe,vocab_embedding,1,1007,70656
A800,qwen2-moe,input_layernorm,1,1007,58538
A800,qwen2-moe,attention/qkv,1,1007,77951
A800,qwen2-moe,attention/rotary_emb,1,1007,135679
A800,qwen2-moe,attention/dense,1,1007,56490
A800,qwen2-moe,attention/wrapper,1,1007,765354
A800,qwen2-moe,post_layernorm,1,1007,58922
A800,qwen2-moe,mlp/fc,1,1007,78420
A800,qwen2-moe,mlp/gelu,1,1007,79529
A800,qwen2-moe,mlp/proj,1,1007,72618
A800,qwen2-moe,moe/shared_expert,1,1007,500650
A800,qwen2-moe,moe/shared_expert_gate,1,1007,89599
A800,qwen2-moe,moe/gate,1,1007,61183
A800,qwen2-moe,moe/experts,1,1007,411434
A800,qwen2-moe,mlp/wrapper,1,1007,1480191
A800,qwen2-moe,ln_f,1,1007,55296
A800,qwen2-moe,lm_head,1,1007,407552
A800,qwen2-moe,vocab_embedding,1,1008,69632
A800,qwen2-moe,input_layernorm,1,1008,58709
A800,qwen2-moe,attention/qkv,1,1008,77823
A800,qwen2-moe,attention/rotary_emb,1,1008,135380
A800,qwen2-moe,attention/dense,1,1008,56618
A800,qwen2-moe,attention/wrapper,1,1008,779903
A800,qwen2-moe,post_layernorm,1,1008,59306
A800,qwen2-moe,mlp/fc,1,1008,78633
A800,qwen2-moe,mlp/gelu,1,1008,79785
A800,qwen2-moe,mlp/proj,1,1008,73130
A800,qwen2-moe,moe/shared_expert,1,1008,502271
A800,qwen2-moe,moe/shared_expert_gate,1,1008,89557
A800,qwen2-moe,moe/gate,1,1008,61482
A800,qwen2-moe,moe/experts,1,1008,412970
A800,qwen2-moe,mlp/wrapper,1,1008,1484586
A800,qwen2-moe,ln_f,1,1008,57344
A800,qwen2-moe,lm_head,1,1008,406527
A800,qwen2-moe,vocab_embedding,1,1009,71680
A800,qwen2-moe,input_layernorm,1,1009,58965
A800,qwen2-moe,attention/qkv,1,1009,78506
A800,qwen2-moe,attention/rotary_emb,1,1009,134868
A800,qwen2-moe,attention/dense,1,1009,56447
A800,qwen2-moe,attention/wrapper,1,1009,766165
A800,qwen2-moe,post_layernorm,1,1009,58837
A800,qwen2-moe,mlp/fc,1,1009,78847
A800,qwen2-moe,mlp/gelu,1,1009,79444
A800,qwen2-moe,mlp/proj,1,1009,73045
A800,qwen2-moe,moe/shared_expert,1,1009,502015
A800,qwen2-moe,moe/shared_expert_gate,1,1009,89429
A800,qwen2-moe,moe/gate,1,1009,60799
A800,qwen2-moe,moe/experts,1,1009,412031
A800,qwen2-moe,mlp/wrapper,1,1009,1484031
A800,qwen2-moe,ln_f,1,1009,56320
A800,qwen2-moe,lm_head,1,1009,410623
A800,qwen2-moe,vocab_embedding,1,1010,72704
A800,qwen2-moe,input_layernorm,1,1010,58623
A800,qwen2-moe,attention/qkv,1,1010,77183
A800,qwen2-moe,attention/rotary_emb,1,1010,134911
A800,qwen2-moe,attention/dense,1,1010,57258
A800,qwen2-moe,attention/wrapper,1,1010,765055
A800,qwen2-moe,post_layernorm,1,1010,59050
A800,qwen2-moe,mlp/fc,1,1010,78633
A800,qwen2-moe,mlp/gelu,1,1010,79700
A800,qwen2-moe,mlp/proj,1,1010,72661
A800,qwen2-moe,moe/shared_expert,1,1010,501119
A800,qwen2-moe,moe/shared_expert_gate,1,1010,90453
A800,qwen2-moe,moe/gate,1,1010,61055
A800,qwen2-moe,moe/experts,1,1010,411818
A800,qwen2-moe,mlp/wrapper,1,1010,1482239
A800,qwen2-moe,ln_f,1,1010,58368
A800,qwen2-moe,lm_head,1,1010,407552
A800,qwen2-moe,vocab_embedding,1,1011,81919
A800,qwen2-moe,input_layernorm,1,1011,58197
A800,qwen2-moe,attention/qkv,1,1011,77055
A800,qwen2-moe,attention/rotary_emb,1,1011,134826
A800,qwen2-moe,attention/dense,1,1011,56703
A800,qwen2-moe,attention/wrapper,1,1011,764330
A800,qwen2-moe,post_layernorm,1,1011,58922
A800,qwen2-moe,mlp/fc,1,1011,78761
A800,qwen2-moe,mlp/gelu,1,1011,80041
A800,qwen2-moe,mlp/proj,1,1011,72789
A800,qwen2-moe,moe/shared_expert,1,1011,501674
A800,qwen2-moe,moe/shared_expert_gate,1,1011,89983
A800,qwen2-moe,moe/gate,1,1011,60842
A800,qwen2-moe,moe/experts,1,1011,411263
A800,qwen2-moe,mlp/wrapper,1,1011,1481898
A800,qwen2-moe,ln_f,1,1011,56320
A800,qwen2-moe,lm_head,1,1011,412672
A800,qwen2-moe,vocab_embedding,1,1012,70656
A800,qwen2-moe,input_layernorm,1,1012,59050
A800,qwen2-moe,attention/qkv,1,1012,77482
A800,qwen2-moe,attention/rotary_emb,1,1012,135338
A800,qwen2-moe,attention/dense,1,1012,57173
A800,qwen2-moe,attention/wrapper,1,1012,765012
A800,qwen2-moe,post_layernorm,1,1012,58751
A800,qwen2-moe,mlp/fc,1,1012,78420
A800,qwen2-moe,mlp/gelu,1,1012,79700
A800,qwen2-moe,mlp/proj,1,1012,73173
A800,qwen2-moe,moe/shared_expert,1,1012,499796
A800,qwen2-moe,moe/shared_expert_gate,1,1012,89770
A800,qwen2-moe,moe/gate,1,1012,61567
A800,qwen2-moe,moe/experts,1,1012,411604
A800,qwen2-moe,mlp/wrapper,1,1012,1481130
A800,qwen2-moe,ln_f,1,1012,57344
A800,qwen2-moe,lm_head,1,1012,405503
A800,qwen2-moe,vocab_embedding,1,1013,72704
A800,qwen2-moe,input_layernorm,1,1013,58709
A800,qwen2-moe,attention/qkv,1,1013,78932
A800,qwen2-moe,attention/rotary_emb,1,1013,135892
A800,qwen2-moe,attention/dense,1,1013,56703
A800,qwen2-moe,attention/wrapper,1,1013,768212
A800,qwen2-moe,post_layernorm,1,1013,59263
A800,qwen2-moe,mlp/fc,1,1013,78591
A800,qwen2-moe,mlp/gelu,1,1013,79444
A800,qwen2-moe,mlp/proj,1,1013,72789
A800,qwen2-moe,moe/shared_expert,1,1013,513535
A800,qwen2-moe,moe/shared_expert_gate,1,1013,90325
A800,qwen2-moe,moe/gate,1,1013,60671
A800,qwen2-moe,moe/experts,1,1013,410794
A800,qwen2-moe,mlp/wrapper,1,1013,1494186
A800,qwen2-moe,ln_f,1,1013,58368
A800,qwen2-moe,lm_head,1,1013,407552
A800,qwen2-moe,vocab_embedding,1,1014,72704
A800,qwen2-moe,input_layernorm,1,1014,58837
A800,qwen2-moe,attention/qkv,1,1014,77653
A800,qwen2-moe,attention/rotary_emb,1,1014,135935
A800,qwen2-moe,attention/dense,1,1014,57514
A800,qwen2-moe,attention/wrapper,1,1014,764330
A800,qwen2-moe,post_layernorm,1,1014,59263
A800,qwen2-moe,mlp/fc,1,1014,78975
A800,qwen2-moe,mlp/gelu,1,1014,79700
A800,qwen2-moe,mlp/proj,1,1014,73130
A800,qwen2-moe,moe/shared_expert,1,1014,501588
A800,qwen2-moe,moe/shared_expert_gate,1,1014,90453
A800,qwen2-moe,moe/gate,1,1014,60586
A800,qwen2-moe,moe/experts,1,1014,414164
A800,qwen2-moe,mlp/wrapper,1,1014,1484031
A800,qwen2-moe,ln_f,1,1014,58368
A800,qwen2-moe,lm_head,1,1014,405503
A800,qwen2-moe,vocab_embedding,1,1015,72704
A800,qwen2-moe,input_layernorm,1,1015,59690
A800,qwen2-moe,attention/qkv,1,1015,76927
A800,qwen2-moe,attention/rotary_emb,1,1015,135252
A800,qwen2-moe,attention/dense,1,1015,56831
A800,qwen2-moe,attention/wrapper,1,1015,764330
A800,qwen2-moe,post_layernorm,1,1015,58879
A800,qwen2-moe,mlp/fc,1,1015,78591
A800,qwen2-moe,mlp/gelu,1,1015,79657
A800,qwen2-moe,mlp/proj,1,1015,73087
A800,qwen2-moe,moe/shared_expert,1,1015,502015
A800,qwen2-moe,moe/shared_expert_gate,1,1015,89855
A800,qwen2-moe,moe/gate,1,1015,60927
A800,qwen2-moe,moe/experts,1,1015,411818
A800,qwen2-moe,mlp/wrapper,1,1015,1482836
A800,qwen2-moe,ln_f,1,1015,57344
A800,qwen2-moe,lm_head,1,1015,408576
A800,qwen2-moe,vocab_embedding,1,1016,72704
A800,qwen2-moe,input_layernorm,1,1016,59349
A800,qwen2-moe,attention/qkv,1,1016,77951
A800,qwen2-moe,attention/rotary_emb,1,1016,135210
A800,qwen2-moe,attention/dense,1,1016,57130
A800,qwen2-moe,attention/wrapper,1,1016,768639
A800,qwen2-moe,post_layernorm,1,1016,59221
A800,qwen2-moe,mlp/fc,1,1016,79017
A800,qwen2-moe,mlp/gelu,1,1016,79231
A800,qwen2-moe,mlp/proj,1,1016,73301
A800,qwen2-moe,moe/shared_expert,1,1016,502612
A800,qwen2-moe,moe/shared_expert_gate,1,1016,91434
A800,qwen2-moe,moe/gate,1,1016,61055
A800,qwen2-moe,moe/experts,1,1016,416255
A800,qwen2-moe,mlp/wrapper,1,1016,1518292
A800,qwen2-moe,ln_f,1,1016,61439
A800,qwen2-moe,lm_head,1,1016,420863
A800,qwen2-moe,vocab_embedding,1,1017,83967
A800,qwen2-moe,input_layernorm,1,1017,58879
A800,qwen2-moe,attention/qkv,1,1017,78420
A800,qwen2-moe,attention/rotary_emb,1,1017,134783
A800,qwen2-moe,attention/dense,1,1017,58069
A800,qwen2-moe,attention/wrapper,1,1017,768042
A800,qwen2-moe,post_layernorm,1,1017,59007
A800,qwen2-moe,mlp/fc,1,1017,78719
A800,qwen2-moe,mlp/gelu,1,1017,79188
A800,qwen2-moe,mlp/proj,1,1017,73344
A800,qwen2-moe,moe/shared_expert,1,1017,503764
A800,qwen2-moe,moe/shared_expert_gate,1,1017,90837
A800,qwen2-moe,moe/gate,1,1017,61866
A800,qwen2-moe,moe/experts,1,1017,412970
A800,qwen2-moe,mlp/wrapper,1,1017,1488042
A800,qwen2-moe,ln_f,1,1017,59392
A800,qwen2-moe,lm_head,1,1017,418816
A800,qwen2-moe,vocab_embedding,1,1018,79871
A800,qwen2-moe,input_layernorm,1,1018,59391
A800,qwen2-moe,attention/qkv,1,1018,78079
A800,qwen2-moe,attention/rotary_emb,1,1018,133972
A800,qwen2-moe,attention/dense,1,1018,57599
A800,qwen2-moe,attention/wrapper,1,1018,767060
A800,qwen2-moe,post_layernorm,1,1018,59434
A800,qwen2-moe,mlp/fc,1,1018,79145
A800,qwen2-moe,mlp/gelu,1,1018,78889
A800,qwen2-moe,mlp/proj,1,1018,73727
A800,qwen2-moe,moe/shared_expert,1,1018,547583
A800,qwen2-moe,moe/shared_expert_gate,1,1018,90026
A800,qwen2-moe,moe/gate,1,1018,61865
A800,qwen2-moe,moe/experts,1,1018,411007
A800,qwen2-moe,mlp/wrapper,1,1018,1531604
A800,qwen2-moe,ln_f,1,1018,57344
A800,qwen2-moe,lm_head,1,1018,412672
A800,qwen2-moe,vocab_embedding,1,1019,79871
A800,qwen2-moe,input_layernorm,1,1019,59349
A800,qwen2-moe,attention/qkv,1,1019,78634
A800,qwen2-moe,attention/rotary_emb,1,1019,135594
A800,qwen2-moe,attention/dense,1,1019,56874
A800,qwen2-moe,attention/wrapper,1,1019,769450
A800,qwen2-moe,post_layernorm,1,1019,58837
A800,qwen2-moe,mlp/fc,1,1019,78633
A800,qwen2-moe,mlp/gelu,1,1019,78761
A800,qwen2-moe,mlp/proj,1,1019,73557
A800,qwen2-moe,moe/shared_expert,1,1019,503722
A800,qwen2-moe,moe/shared_expert_gate,1,1019,90282
A800,qwen2-moe,moe/gate,1,1019,61695
A800,qwen2-moe,moe/experts,1,1019,412756
A800,qwen2-moe,mlp/wrapper,1,1019,1488724
A800,qwen2-moe,ln_f,1,1019,56320
A800,qwen2-moe,lm_head,1,1019,412672
A800,qwen2-moe,vocab_embedding,1,1020,73728
A800,qwen2-moe,input_layernorm,1,1020,59007
A800,qwen2-moe,attention/qkv,1,1020,78079
A800,qwen2-moe,attention/rotary_emb,1,1020,134826
A800,qwen2-moe,attention/dense,1,1020,57130
A800,qwen2-moe,attention/wrapper,1,1020,767700
A800,qwen2-moe,post_layernorm,1,1020,59605
A800,qwen2-moe,mlp/fc,1,1020,78975
A800,qwen2-moe,mlp/gelu,1,1020,79444
A800,qwen2-moe,mlp/proj,1,1020,73130
A800,qwen2-moe,moe/shared_expert,1,1020,502228
A800,qwen2-moe,moe/shared_expert_gate,1,1020,90709
A800,qwen2-moe,moe/gate,1,1020,60884
A800,qwen2-moe,moe/experts,1,1020,410879
A800,qwen2-moe,mlp/wrapper,1,1020,1485268
A800,qwen2-moe,ln_f,1,1020,57344
A800,qwen2-moe,lm_head,1,1020,410623
